,ma
0,1.807066650390625
1,3.599866739908854
2,5.383066813151042
3,7.167333577473959
4,8.943733520507813
5,10.712800089518229
6,12.488800048828125
7,14.26280008951823
8,16.040257364908854
9,17.820257364908855
10,19.597057291666665
11,21.375923868815104
12,23.155390625
13,24.938723958333334
14,26.721255900065103
15,28.509922485351563
16,30.296922403971354
17,32.08492248535156
18,33.860671793619794
19,35.628671875
20,37.39347188313802
21,39.17307189941406
22,40.96227193196614
23,42.75667195638021
24,44.55444254557292
25,46.35604248046875
26,48.15737589518229
27,49.95724263509115
28,51.75670939127604
29,53.55444274902344
30,55.35044270833333
31,57.14630940755208
32,58.94359883626302
33,60.744398803710936
34,62.54333211263021
35,64.348798828125
36,66.14793212890625
37,67.94459879557292
38,69.7456640625
39,71.5433974202474
40,73.34139750162761
41,75.13833089192708
42,76.9385976155599
43,78.72926432291666
44,80.51686442057292
45,82.30097106933594
46,84.09283772786458
47,85.88983764648438
48,87.68123758951823
49,89.50603759765625
50,91.30150431315104
51,93.0959043375651
52,94.87843770345052
53,96.6693711344401
54,98.46363789876303
55,100.25017130533854
56,102.02737121582031
57,103.80817118326823
58,105.58446451822917
59,107.3597977701823
60,109.12486450195313
61,110.88673116048177
62,112.64299784342448
63,114.43059794108073
64,116.21793131510417
65,117.99019795735677
66,119.75919799804687
67,121.53102457682292
68,123.30409118652344
69,125.07462443033855
70,126.82782307942708
71,128.5403564453125
72,130.24268981933594
73,131.94188985188802
74,133.641889851888
75,133.53695658365885
76,133.4508231608073
77,133.4068231201172
78,133.35482299804687
79,133.31442301432293
80,133.2774910481771
81,133.22935770670574
82,133.17535766601563
83,133.1141670735677
84,133.04803365071615
85,132.98476704915365
86,132.9284071858724
87,132.87200703938802
88,132.8092069498698
89,132.74920837402342
90,132.69054178873697
91,132.6498085530599
92,132.61020853678386
93,132.5845684814453
94,132.55990173339845
95,132.53323506673178
96,132.49496846516928
97,132.44670186360676
98,132.3795017496745
99,132.29626444498697
100,132.21073120117188
101,132.12273111979167
102,132.0333976236979
103,131.9318642171224
104,131.834130859375
105,131.7022268676758
106,131.57569346110026
107,131.4547373453776
108,131.33220408121744
109,131.21687072753906
110,131.09433736165366
111,130.9766707356771
112,130.84160410563152
113,130.69027221679687
114,130.53760548909506
115,130.38553873697916
116,130.22980529785156
117,130.06900522867838
118,129.91913848876953
119,129.8089717610677
120,129.70686513264974
121,129.5896651204427
122,129.46946523030599
123,129.35233194986978
124,129.20313323974608
125,129.08486653645832
126,128.98526652018228
127,128.89326649983724
128,128.79513305664062
129,128.6976649983724
130,128.61033162434896
131,128.53621307373047
132,128.46061309814453
133,128.3738530476888
134,128.28398651123047
135,128.1986531575521
136,128.11545318603515
137,128.03371978759765
138,127.92371836344401
139,127.81998494466146
140,127.74065165201823
141,127.66325032552083
142,127.57969045003256
143,127.4931571451823
144,127.40755727132161
145,127.33395863850912
146,127.29862528483073
147,127.2502919514974
148,127.20602528889974
149,127.16222524007162
150,127.11927856445313
151,127.07647857666015
152,127.00281188964844
153,126.93441192626953
154,126.88441192626954
155,126.84281066894532
156,126.81181070963542
157,126.78941070556641
158,126.77189870198568
159,126.76096547444662
160,126.75036549886067
161,126.73439208984375
162,126.70139750162761
163,126.66206420898438
164,126.61726420084635
165,126.56846415201822
166,126.50326416015625
167,126.43419606526693
168,126.3862201944987
169,126.34488688151042
170,126.31048950195313
171,126.27035603841146
172,126.23328928629557
173,126.21195607503255
174,126.20035614013672
175,126.19522288004558
176,126.17788950602214
177,126.16122294108072
178,126.15755625406901
179,126.15088958740235
180,126.17759358723958
181,126.20106028238932
182,126.22326029459636
183,126.24179361979166
184,126.25286031087239
185,126.2628603108724
186,126.27206034342449
187,126.3018603515625
188,126.34372701009114
189,126.39840169270833
190,126.45433502197265
191,126.50540171305339
192,126.55673502604166
193,126.60433502197266
194,126.60783498128255
195,126.60543497721355
196,126.60810170491537
197,126.60623504638671
198,126.60410176595052
199,126.60023244222005
200,126.59089904785156
201,126.56463236490886
202,126.54303232828777
203,126.52143229166667
204,126.48903361002604
205,126.4539668782552
206,126.41555216471355
207,126.37528554280598
208,126.35241892496745
209,126.32841888427734
210,126.31788553873697
211,126.30908548990885
212,126.30361887613932
213,126.28882019042969
214,126.2653535970052
215,126.23635355631511
216,126.21367482503256
217,126.18740814208985
218,126.15620819091797
219,126.12414143880208
220,126.09534138997395
221,126.07267466227214
222,126.07054128011067
223,126.06780792236329
224,126.08307464599609
225,126.09555460611979
226,126.10988789876302
227,126.12368784586589
228,126.13728780110677
229,126.13342122395834
230,126.12355458577474
231,126.11082122802735
232,126.08535461425781
233,126.05646657307943
234,126.02659993489583
235,125.9933999633789
236,125.96379994710287
237,125.95412790934245
238,125.98532786051432
239,126.00772786458333
240,126.01746124267578
241,126.02759450276693
242,126.04196787516275
243,126.03876780192057
244,126.03114379882813
245,126.0307411702474
246,126.02740783691407
247,126.01887451171875
248,126.01007446289063
249,126.00394114176433
250,125.99034108479817
251,125.990407816569
252,126.00520772298177
253,126.01214101155598
254,126.00980763753255
255,126.00834096272787
256,126.0018076578776
257,125.98874104817709
258,125.97660766601562
259,125.97894104003906
260,125.98160766601562
261,125.98767425537109
262,125.99240753173828
263,126.00000752766927
264,125.99919952392578
265,125.99546620686849
266,126.02733286539714
267,126.06693288167318
268,126.11026631673177
269,126.16213307698568
270,126.21886647542318
271,126.2801996866862
272,126.34513305664062
273,126.41419962565104
274,126.47540100097656
275,126.5438944498698
276,126.61149454752604
277,126.675361328125
278,126.73562805175781
279,126.80456136067708
280,126.8856280517578
281,126.9632280476888
282,127.03976135253906
283,127.11282796223958
284,127.1916280110677
285,127.26096130371094
286,127.33082794189453
287,127.41866800944011
288,127.51640126546224
289,127.62360127766927
290,127.71846801757812
291,127.81128143310546
292,127.91268147786458
293,128.02014821370443
294,128.12016693115234
295,128.21990020751954
296,128.312033589681
297,128.40976694742838
298,128.5062335205078
299,128.58183349609374
300,128.65883341471354
301,128.72503346761067
302,128.80170013427735
303,128.88650014241537
304,128.96690012613934
305,129.05170013427735
306,129.1303001912435
307,129.22216684977212
308,129.32208679199218
309,129.41915334065754
310,129.5216505940755
311,129.62358388264974
312,129.72278391520183
313,129.79691741943358
314,129.88451741536457
315,129.9839828491211
316,130.0789828491211
317,130.16954427083334
318,130.26061096191407
319,130.3541015625
320,130.4372841389974
321,130.52581624348957
322,130.62381622314453
323,130.7187494913737
324,130.80994954427084
325,130.89821492513022
326,130.98561482747397
327,131.05974833170572
328,131.1381483968099
329,131.23101501464845
330,131.32688171386718
331,131.42168172200522
332,131.51634826660157
333,131.6095482381185
334,131.68814819335938
335,131.7706815592448
336,131.87594696044923
337,131.9827469889323
338,132.08594685872396
339,132.18968017578126
340,132.29141357421875
341,132.370546875
342,132.4385469563802
343,132.51521362304686
344,132.5980135091146
345,132.6813468424479
346,132.7625469970703
347,132.84241353352866
348,132.92094685872397
349,133.00734680175782
350,133.0973866780599
351,133.19045328776042
352,133.28377054850262
353,133.37710388183595
354,133.47110392252605
355,133.55617065429686
356,133.64603739420573
357,133.73377075195313
358,133.81510416666666
359,133.8952374267578
360,133.97577067057293
361,134.0609706624349
362,134.13166402180988
363,134.20219746907551
364,134.2899308268229
365,134.38326416015624
366,134.48046549479167
367,134.57933207194012
368,134.68066528320313
369,134.79124654134114
370,134.9073799641927
371,135.0693798828125
372,135.22524658203125
373,135.36978006998697
374,135.51177998860678
375,135.65697998046875
376,135.8085799153646
377,135.9479132080078
378,136.11231323242188
379,136.2684464518229
380,136.4264463297526
381,136.58637959798176
382,136.7542462158203
383,136.9132596842448
384,137.07219299316407
385,137.20836242675782
386,137.32749593098958
387,137.45096252441405
388,137.58069580078126
389,137.71376241048176
390,137.83709696451822
391,137.96183044433593
392,138.10543029785157
393,138.25463033040364
394,138.40743041992187
395,138.56291442871094
396,138.7145157877604
397,138.85781168619792
398,139.0030116780599
399,139.16594502766927
400,139.31701293945312
401,139.4678796386719
402,139.61667948404948
403,139.76614603678385
404,139.91294616699219
405,140.05654622395832
406,140.23454610188801
407,140.4182794189453
408,140.60654622395833
409,140.7962795003255
410,140.9709462483724
411,141.11668090820314
412,141.2601475016276
