,ma
0,1.4032499694824219
1,2.8116499328613282
2,4.217799987792969
3,5.620124969482422
4,7.021624908447266
5,8.419449920654296
6,9.814299926757812
7,11.200549926757812
8,12.554375
9,13.896125030517577
10,15.243775024414063
11,16.600675048828126
12,17.956960601806642
13,19.312060546875
14,20.68646057128906
15,22.056410522460936
16,23.429410552978517
17,24.80406051635742
18,26.184560546875
19,27.57246047973633
20,28.96196044921875
21,30.366360473632813
22,31.77511047363281
23,33.1780354309082
24,34.57962448120117
25,35.970774536132815
26,37.361224517822265
27,38.74517456054687
28,40.146474609375
29,41.54892456054687
30,42.949624633789064
31,44.354624633789065
32,45.76462463378906
33,47.1745246887207
34,48.589374694824215
35,50.01207473754883
36,51.42864974975586
37,52.84529968261719
38,54.25739974975586
39,55.670649719238284
40,57.08654968261719
41,58.50464965820313
42,59.93379959106446
43,61.35454956054687
44,62.76634948730469
45,64.17499954223632
46,65.58524948120117
47,66.99269943237304
48,68.39674942016602
49,69.83949935913085
50,69.88459945678711
51,69.91559951782227
52,69.94954940795898
53,69.9857244873047
54,70.02847457885743
55,70.07729949951172
56,70.1490495300293
57,70.22502456665039
58,70.32819946289062
59,70.44074935913086
60,70.55034942626953
61,70.65594940185547
62,70.77216384887696
63,70.91206390380859
64,71.02431289672852
65,71.13311294555665
66,71.21761291503907
67,71.30206298828125
68,71.38436294555665
69,71.45201293945313
70,71.5198439025879
71,71.57154388427735
72,71.62329391479493
73,71.67896896362305
74,71.73252990722656
75,71.80502990722657
76,71.88302993774414
77,71.99072982788086
78,72.08342971801758
79,72.17997970581055
80,72.27862960815429
81,72.37697967529297
82,72.47197967529297
83,72.55842956542969
84,72.6582795715332
85,72.7502294921875
86,72.8490544128418
87,72.94860443115235
88,73.04895431518554
89,73.14930435180663
90,73.24640441894532
91,73.35410446166992
92,73.4465545654297
93,73.54780456542969
94,73.65790466308594
95,73.7705046081543
96,73.87975463867187
97,73.99180465698242
98,74.11915466308594
99,74.21005477905274
100,74.30360473632813
101,74.40670471191406
102,74.50645477294921
103,74.61720474243164
104,74.72470474243164
105,74.83960479736328
