,ma
0,3.5081249237060548
1,7.02912483215332
2,10.544499969482422
3,14.050312423706055
4,17.554062271118163
5,21.048624801635743
6,24.53574981689453
7,28.001374816894533
8,31.3859375
9,34.740312576293945
10,38.10943756103516
11,41.501687622070314
12,44.8924015045166
13,48.2801513671875
14,51.71615142822266
15,55.14102630615234
16,58.57352638244629
17,62.01015129089355
18,65.4614013671875
19,68.93115119934082
20,68.89677619934082
21,68.88677635192872
22,68.89327621459961
23,68.89477615356445
24,68.89499893188477
25,68.8783115386963
26,68.86731147766113
27,68.86156158447265
28,68.9802490234375
29,69.13199882507324
30,69.2646240234375
31,69.38487396240234
32,69.51916007995605
33,69.65616035461426
34,69.7572853088379
35,69.88916053771973
36,69.99809799194335
37,70.10309791564941
38,70.18209800720214
39,70.24547309875489
40,70.3114730834961
41,70.34572296142578
42,70.3967227935791
43,70.44128532409668
44,70.4668125152588
45,70.51056251525878
46,70.56006240844727
47,70.61881217956542
48,70.62568702697754
49,70.72643699645997
50,70.84556198120117
51,70.93156204223632
52,71.00681190490722
53,71.07831192016602
54,71.15181198120118
55,71.21168670654296
56,71.33674926757813
57,71.45068702697753
58,71.56293678283691
59,71.66556167602539
60,71.76893692016601
61,71.87993698120117
62,71.98831214904786
63,72.1739372253418
64,72.36105995178222
65,72.53630981445312
66,72.65443496704101
67,72.78356018066407
68,72.93043518066406
69,72.96243515014649
70,72.98488731384278
71,73.02663726806641
72,73.07763748168945
73,73.12788734436035
74,73.15513725280762
75,73.1976375579834
76,73.20226249694824
77,73.27582473754883
78,73.36832466125489
79,73.48007469177246
80,73.58532447814942
81,73.6874496459961
82,73.7686996459961
83,73.77207450866699
84,73.8422019958496
85,73.93195190429688
86,74.07670173645019
87,74.21945152282714
88,74.34357643127441
89,74.48870162963867
90,74.62787437438965
91,74.80212440490723
92,74.95487442016602
93,75.11337432861328
94,75.28024940490722
95,75.42424926757812
96,75.5518741607666
97,75.62149925231934
98,75.71499938964844
99,75.80162467956544
100,75.90799980163574
101,76.00587463378906
102,76.09299964904785
103,76.22524986267089
104,76.31787490844727
105,76.43512496948242
106,76.56387519836426
107,76.6962501525879
108,76.85012512207031
109,77.00962524414062
110,77.19025001525878
111,77.33024978637695
112,77.51499977111817
113,77.69912490844726
114,77.88037490844727
115,78.07334976196289
116,78.25697479248046
117,78.42884979248046
118,78.54772491455078
119,78.65534858703613
120,78.74997367858887
121,78.79997367858887
122,78.80234870910644
123,78.76547355651856
124,78.7110984802246
125,78.66222343444824
126,78.58272323608398
127,78.49309844970703
128,78.38389358520507
129,78.27751846313477
130,78.15839347839355
131,78.05839347839355
132,77.94201850891113
133,77.77939338684082
134,77.61663589477538
135,77.43303604125977
136,77.27703590393067
137,77.14941101074218
138,77.04391098022461
139,76.9509120941162
140,76.92416191101074
141,76.94466209411621
142,77.02778701782226
143,77.1440372467041
144,77.27141227722169
145,77.35703735351562
146,77.47553749084473
147,77.62378730773926
148,77.7729923248291
149,77.90936737060547
150,78.0377426147461
151,78.1564926147461
152,78.24974250793457
153,78.3724925994873
154,78.5375
155,78.7189998626709
156,78.88650016784668
157,79.02924995422363
158,79.16962471008301
159,79.31087493896484
160,79.38024978637695
161,79.46462478637696
162,79.51712608337402
163,79.5381248474121
164,79.56974983215332
165,79.6152500152588
166,79.64724998474121
167,79.64487495422364
168,79.64425010681153
169,79.64512519836425
170,79.64387512207031
171,79.65100021362305
172,79.66787528991699
173,79.70087509155273
174,79.70300025939942
175,79.7620002746582
176,79.790625
177,79.80375022888184
178,79.83862533569337
179,79.86087379455566
180,79.86187400817872
181,79.82887382507325
182,79.82512245178222
183,79.82487335205079
184,79.78594207763672
185,79.74781684875488
186,79.71506690979004
187,79.70269203186035
188,79.70831680297852
189,79.74331665039062
190,79.78556671142579
191,79.8300666809082
192,79.88506660461425
193,79.94469184875489
194,79.99731674194337
195,79.95606689453125
196,79.93356704711914
197,79.91944198608398
198,79.89669189453124
199,79.87919311523437
200,79.8894432067871
201,79.92569313049316
202,79.95269317626953
203,80.00081825256348
204,80.07087440490723
205,80.13474960327149
206,80.2073745727539
207,80.26999969482422
208,80.3193748474121
209,80.33649978637695
210,80.353999710083
211,80.35537490844726
212,80.32662506103516
213,80.30599861145019
214,80.29187355041503
215,80.30737342834473
216,80.35037345886231
217,80.4281234741211
218,80.49112358093262
219,80.54574890136719
220,80.59762382507324
221,80.64137382507325
222,80.70162391662598
223,80.75774917602538
224,80.81276168823243
225,80.87113647460937
226,80.8975112915039
227,80.91688613891601
228,80.93663597106934
229,80.95088615417481
230,80.94951095581055
231,81.0232608795166
