,ma
0,1.5591666327582465
1,3.1240554809570313
2,4.686444430881076
3,6.244583299424913
4,7.801805453830295
5,9.354944356282552
6,10.90477769639757
7,12.445055474175348
8,13.949305555555556
9,15.44013892279731
10,16.937527804904512
11,18.445194498697916
12,19.95217844645182
13,21.457845052083332
14,22.98495619032118
15,24.507122802734376
16,26.03267839219835
17,27.560067240397135
18,29.093956163194445
19,30.636067199707032
20,32.1799560546875
21,33.74040052625868
22,35.305678304036455
23,36.86448381212023
24,38.421804979112416
25,39.96752726236979
26,41.51247168646918
27,43.05019395616319
28,44.60719401041667
29,46.165471733940976
30,47.72180514865451
31,49.28291625976563
32,50.84958292643229
33,52.416138543023
34,53.98819410536024
35,55.568971930609806
36,57.1429441663954
37,58.71699964735243
38,60.28599972195096
39,61.85627746582031
40,63.42949964735243
41,65.00516628689236
42,66.59311065673828
43,68.17172173394097
44,69.74038831922743
45,69.74638841417101
46,69.74844394259982
47,69.74988827175564
48,69.75180494520399
49,69.79763827853732
50,69.85377722846137
51,69.90327724880642
52,69.9631105211046
53,70.05719384087456
54,70.17108272976346
55,70.28108266194661
56,70.40297156439887
57,70.52068210177951
58,70.63390435112848
59,70.7226820203993
60,70.81968214246962
61,70.91912655300564
62,71.02784881591796
63,71.15507100423177
64,71.26479220920139
65,71.36395890977647
66,71.42295888264974
67,71.47890336778428
68,71.54543117947048
69,71.60538770887587
70,71.67892201741536
71,71.75186648898655
72,71.83692203097873
73,71.90058865017362
74,71.95914425320096
75,72.02908867730035
76,72.09958869086371
77,72.19031083848742
78,72.28375515407986
79,72.37725507948133
80,72.46242167154948
81,72.5588383992513
82,72.65700514051649
83,72.75061611599392
84,72.86333838568794
85,72.97306060791016
86,73.08117167154948
87,73.17789391411675
88,73.27978278266059
89,73.3928939819336
90,73.5088383992513
91,73.63722737630208
92,73.76406080457899
93,73.8951163397895
94,73.98306087917751
95,74.06406080457899
96,74.15306074354383
97,74.24128299289279
98,74.34450514051649
99,74.44383850097657
100,74.54967193603515
101,74.63400522867839
102,74.72025519476996
103,74.82275526258681
104,74.93103315565321
105,75.04692196316189
106,75.16292199028862
107,75.270310804579
108,75.35808851453993
109,75.45892300075955
110,75.57725626627604
111,75.71536729600695
112,75.86692284478082
113,76.01453399658203
114,76.16881188286675
115,76.32559967041016
116,76.47765519883897
117,76.61959957546658
118,76.75332183837891
119,76.8883768717448
120,77.01737687852648
121,77.12187686496311
122,77.1764880710178
123,77.22148810492621
124,77.2559326171875
125,77.30332149929471
126,77.3385991414388
127,77.3700436062283
128,77.40778588189019
129,77.4301747639974
130,77.45567474365234
131,77.48500807020399
132,77.52139706081815
133,77.54156375461154
134,77.55900488959418
135,77.57233818901909
136,77.57761586507162
137,77.59494917127822
138,77.61133812798394
139,77.63089362250435
140,77.68400472005209
141,77.74089372422961
142,77.80150485568576
143,77.8566160413954
144,77.90917154947917
145,77.94733818901909
146,77.99178263346354
147,78.0503936767578
148,78.09567142062717
149,78.13750474717882
150,78.16794925265842
151,78.19283803304036
152,78.21183810763888
153,78.21817152235243
154,78.23806033664279
155,78.2517825656467
156,78.26928270128039
157,78.26794925265843
158,78.2648935953776
159,78.26667141384549
160,78.26484917534722
161,78.27762705485026
162,78.28518320719401
163,78.29679378933376
164,78.31557210286458
165,78.33190544976128
166,78.36834988064236
167,78.42484978569878
168,78.48623877631293
169,78.55262773301867
170,78.60423889160157
171,78.6676278008355
172,78.7339611477322
173,78.80349663628472
174,78.8716078016493
175,78.96449669731987
176,79.03916337754991
177,79.0953855726454
178,79.18010779486762
179,79.2641104804145
180,79.34433271620009
181,79.41177724202474
182,79.4743882921007
183,79.53277706570096
184,79.5755854288737
185,79.5868631998698
186,79.59964090983073
187,79.61369645860461
188,79.62591857910157
189,79.65125189887152
190,79.68358527289496
191,79.71408521864149
192,79.73897416856553
193,79.76869642469617
194,79.7995853000217
195,79.81708526611328
196,79.82897423638238
197,79.8374742296007
198,79.85752970377604
199,79.86041853162978
200,79.86452975802952
201,79.87364078097873
202,79.88480750189888
203,79.9021964179145
204,79.91336296929254
205,79.92219645182291
206,79.92975192599826
207,79.94830695258247
208,79.97314080132378
209,79.99202965630425
210,80.01191847059462
211,80.0288074069553
212,80.04197421603733
213,80.06280687120226
214,80.08702901204427
215,80.11197340223524
216,80.13980678982205
217,80.17536231146919
218,80.20875125461154
219,80.23497348361545
220,80.23591800265842
221,80.25175136990018
222,80.28386247422961
223,80.31069590250651
224,80.3364242553711
225,80.37075754801432
226,80.40470191107856
227,80.43353525797527
228,80.46725752088759
229,80.50978257921007
230,80.54600474039714
231,80.61022694905598
232,80.67500474717882
233,80.73944922553169
234,80.79483812120226
235,80.85067138671874
236,80.9040047539605
237,80.95261586507162
238,80.99722696940104
239,81.03872697618273
240,81.09433814154731
241,81.15367143419054
242,81.23144921196831
243,81.30656043158638
244,81.38444942898221
245,81.48339385986328
246,81.59778272840711
247,81.7251715766059
248,81.85389387342664
249,81.98944939507379
250,82.12350480821398
251,82.25039367675781
252,82.41233808729383
253,82.58172692192926
254,82.75183800591363
255,82.91789347330729
256,83.09928232828776
257,83.28855997721354
258,83.47161610921223
259,83.63133833143446
260,83.79067162407769
261,83.93850487603082
262,84.05094926622179
263,84.15567152235243
264,84.2540047539605
265,84.33433803982204
266,84.46294911702473
267,84.55794915093315
268,84.65378248426649
269,84.7423319498698
270,84.8143313937717
271,84.9012203640408
