,ma
0,9.035333251953125
1,17.99933369954427
2,26.915334065755207
3,35.83666788736979
4,44.718667602539064
5,53.56400044759115
6,62.444000244140625
7,71.31400044759114
8,80.20128682454427
9,89.10128682454427
10,97.98528645833333
11,106.87961934407552
12,115.776953125
13,124.69361979166666
14,133.6062795003255
15,133.5142791748047
16,133.4852783203125
17,133.5092783610026
18,133.46669108072916
19,133.42469177246093
20,133.40335896809896
21,133.42135925292968
22,133.4973592122396
23,133.58207295735676
24,133.67092590332032
25,133.79492594401043
26,133.90726013183593
27,134.00926005045574
28,134.08992716471354
29,134.16593424479166
30,134.20260111490884
31,134.24693501790364
32,134.2933817545573
33,134.41863505045572
34,134.57330118815105
35,134.7766347249349
36,134.87430114746093
37,134.91163431803386
38,134.94496053059896
39,134.94477437337238
40,134.92677510579426
41,134.90477498372397
42,134.90677490234376
43,134.86277465820314
44,134.8121083577474
45,134.752641805013
46,134.7326416015625
47,134.73119405110677
48,134.68419392903647
49,134.81352742513022
50,134.7635274251302
51,134.73986104329427
52,134.66919453938803
53,134.61853535970053
54,134.60120239257813
55,134.5438690185547
56,134.44520161946613
57,134.34786783854167
58,134.2760009765625
59,134.21466674804688
60,134.11946716308594
61,133.96946716308594
62,133.76580098470052
63,133.7468017578125
64,133.5594685872396
65,133.44346822102864
66,133.31646830240885
67,133.26293436686197
68,133.17360026041666
69,133.0549326578776
70,132.8882588704427
71,132.56492614746094
72,132.17259318033854
73,131.78712666829426
74,131.41046040852865
75,131.09579366048177
76,130.81979370117188
77,130.73446044921874
78,130.45779317220052
79,130.2011260986328
80,130.0004659016927
81,129.7947987874349
82,129.5356658935547
83,129.2516662597656
84,128.96833292643228
85,128.77000630696614
86,128.819873046875
87,128.9235392252604
88,129.03020528157552
89,129.14287211100262
90,129.2822052001953
91,129.4802052815755
92,129.52620544433594
93,129.61541849772135
94,129.65208536783854
95,129.68207906087238
96,129.7494130452474
97,129.8540802001953
98,129.90874633789062
99,129.91207987467448
100,129.92474670410155
101,129.8788798014323
102,129.81621297200522
103,129.70321350097657
104,129.59054667154948
105,129.26102650960286
106,128.87635955810546
107,128.51602579752605
108,128.1568130493164
109,127.85814615885417
110,127.58214619954427
111,127.2828125
112,126.88614552815756
113,126.49881286621094
114,126.15147959391275
115,125.80081278483073
116,125.44014587402344
117,125.08481292724609
118,124.7991460164388
119,124.68631286621094
120,124.77583312988281
121,124.80249989827475
122,124.8048334757487
123,124.78483327229817
124,124.74483998616536
125,124.71617329915365
126,124.78283996582032
127,124.92750651041666
128,125.14283955891928
129,125.40149993896485
130,125.66783345540365
131,125.97724049886068
132,126.3059071858724
133,126.54957377115885
134,126.58974049886068
135,126.57840728759766
136,126.59840749104818
137,126.58707377115886
138,126.60373382568359
139,126.6437271118164
140,126.72239379882812
141,126.70638732910156
142,126.69505411783854
143,126.663720703125
144,126.6043940226237
145,126.50639394124349
146,126.37698720296224
147,126.12098744710286
148,125.94798787434895
